feature_set,n_features,model,calibration,K0,mean,mean_err
30,30,SVM (RBF),uncalibrated,4.85,0.690703989835095,0.00115549857189298
30,30,SVM (RBF),uncalibrated,4.86,0.705639393142872,0.00100600687642389
30,30,SVM (RBF),uncalibrated,4.87,0.718569120409057,0.000965128024213902
30,30,SVM (RBF),uncalibrated,4.88,0.730304252006492,0.000970088214709317
30,30,SVM (RBF),uncalibrated,4.9,0.753247672659959,0.000922356001008045
30,30,SVM (RBF),uncalibrated,4.93,0.777958431169964,0.00109849455135064
30,30,Neural Network,calibrated,4.67,0.000212339380174131,9.09131159636453E-19
30,30,Neural Network,calibrated,4.7,0.000948085034730449,0.000298559748332148
30,30,Neural Network,calibrated,4.72,0.00737684581873479,0.00128329974094931
30,30,Neural Network,calibrated,4.73,0.0206299174027828,0.00244935274290837
30,30,Neural Network,calibrated,4.74,0.0502864457695558,0.00325112895188709
30,30,Neural Network,calibrated,4.75,0.100437836241194,0.00633935904655026
30,30,Neural Network,calibrated,4.76,0.176325410138843,0.00696981245678784
30,30,Neural Network,calibrated,4.77,0.285930956520871,0.0109904600211105
30,30,Neural Network,calibrated,4.78,0.405881156629836,0.0125434305843037
30,30,Neural Network,calibrated,4.79,0.533431876189929,0.0084513406811378
30,30,Neural Network,calibrated,4.81,0.758409606831663,0.0160572136859264
30,30,Neural Network,calibrated,4.82,0.846200762414344,0.00648090063570862
30,30,Neural Network,calibrated,4.83,0.910401252246212,0.00798281496219577
30,30,Neural Network,calibrated,4.84,0.945177431258879,0.00756756487545185
30,30,Neural Network,calibrated,4.85,0.972028018138439,0.00349051610462771
30,30,Neural Network,calibrated,4.86,0.9856231440651,0.00334029805434176
30,30,Neural Network,calibrated,4.87,0.993160294873127,0.0011828007278973
30,30,Neural Network,calibrated,4.88,0.996676543096948,0.000702962973179612
30,30,Neural Network,calibrated,4.9,0.999141610172579,0.000301039629517731
30,30,Neural Network,calibrated,4.93,0.999836939190816,6.17747086517342E-15
30,30,Neural Network,uncalibrated,4.67,0,0
30,30,Neural Network,uncalibrated,4.7,0.000200722601364904,0.000200722601364914
30,30,Neural Network,uncalibrated,4.72,0.00942350721212205,0.002005364695892
30,30,Neural Network,uncalibrated,4.73,0.0261218340990444,0.00444148271763431
30,30,Neural Network,uncalibrated,4.74,0.0669394039528265,0.00459943411776798
30,30,Neural Network,uncalibrated,4.75,0.142472886613034,0.0105200707013312
30,30,Neural Network,uncalibrated,4.76,0.260538993735742,0.011666105977374
30,30,Neural Network,uncalibrated,4.77,0.419000474159029,0.0129129543711848
30,30,Neural Network,uncalibrated,4.78,0.579897750810961,0.0132654991165162
30,30,Neural Network,uncalibrated,4.79,0.725716704565324,0.0097831481134573
30,30,Neural Network,uncalibrated,4.81,0.909689229361019,0.00876858077051912
30,30,Neural Network,uncalibrated,4.82,0.956381741876126,0.00783700798625175
30,30,Neural Network,uncalibrated,4.83,0.982906935253025,0.00246521042727524
30,30,Neural Network,uncalibrated,4.84,0.99134914820863,0.00235659004129097
30,30,Neural Network,uncalibrated,4.85,0.99715895903742,0.000680526882556661
30,30,Neural Network,uncalibrated,4.86,0.998472344280166,0.000822496594315028
30,30,Neural Network,uncalibrated,4.87,0.99975742869483,0.000242571254745314
30,30,Neural Network,uncalibrated,4.88,1,0
30,30,Neural Network,uncalibrated,4.9,1,0
30,30,Neural Network,uncalibrated,4.93,1,0
20,20,Logistic Regression,calibrated,4.67,0.000281569640266878,2.50872500779905E-05
20,20,Logistic Regression,calibrated,4.7,0.00330785137968738,0.000321290564146075
20,20,Logistic Regression,calibrated,4.72,0.0165802685197543,0.00102683036349283
20,20,Logistic Regression,calibrated,4.73,0.0372352686126396,0.00234641375654304
20,20,Logistic Regression,calibrated,4.74,0.0775461774720862,0.00350537673920042
20,20,Logistic Regression,calibrated,4.75,0.141040041372328,0.00805699910936483
20,20,Logistic Regression,calibrated,4.76,0.237578206589106,0.00997529706945059
20,20,Logistic Regression,calibrated,4.77,0.363015579087833,0.0128759283337821
20,20,Logistic Regression,calibrated,4.78,0.496869654431654,0.0110514260044795
20,20,Logistic Regression,calibrated,4.79,0.624314428381834,0.00814246779844133
20,20,Logistic Regression,calibrated,4.81,0.826153220013884,0.0105106769598595
20,20,Logistic Regression,calibrated,4.82,0.891481944911416,0.00652550144150347
20,20,Logistic Regression,calibrated,4.83,0.935237731071848,0.0041886551829271
20,20,Logistic Regression,calibrated,4.84,0.960460568956588,0.00435779331285657
20,20,Logistic Regression,calibrated,4.85,0.977269952534152,0.00231846859391891
20,20,Logistic Regression,calibrated,4.86,0.98721442614149,0.00193717399716928
20,20,Logistic Regression,calibrated,4.87,0.992548125386237,0.000636242808049003
20,20,Logistic Regression,calibrated,4.88,0.995766093970439,0.000399013382848963
20,20,Logistic Regression,calibrated,4.9,0.998513555736976,0.000158063348936699
20,20,Logistic Regression,calibrated,4.93,0.999733594291548,2.91013453955541E-05
20,20,Logistic Regression,uncalibrated,4.67,5.28884457017377E-09,3.09113992598985E-09
20,20,Logistic Regression,uncalibrated,4.7,4.85646909409971E-05,4.40942017955738E-05
20,20,Logistic Regression,uncalibrated,4.72,0.0030013113374264,0.000861000126392169
20,20,Logistic Regression,uncalibrated,4.73,0.0131144422749857,0.00220510833240851
20,20,Logistic Regression,uncalibrated,4.74,0.0400126275272112,0.00351057573029033
20,20,Logistic Regression,uncalibrated,4.75,0.0946497417017955,0.00942756241009578
20,20,Logistic Regression,uncalibrated,4.76,0.19756839492738,0.0114053511613401
20,20,Logistic Regression,uncalibrated,4.77,0.353606667937114,0.0168008061047122
20,20,Logistic Regression,uncalibrated,4.78,0.525432697662927,0.0140432466747481
20,20,Logistic Regression,uncalibrated,4.79,0.687324009560092,0.0101235433017269
20,20,Logistic Regression,uncalibrated,4.81,0.901814600040301,0.00758263874146291
20,20,Logistic Regression,uncalibrated,4.82,0.9552439860803,0.00768463087022866
20,20,Logistic Regression,uncalibrated,4.83,0.981559144419056,0.00199332939396924
20,20,Logistic Regression,uncalibrated,4.84,0.993391374790079,0.00182136724002507
20,20,Logistic Regression,uncalibrated,4.85,0.997275373321986,0.000861443195338357
20,20,Logistic Regression,uncalibrated,4.86,0.99918378887058,0.000361083160185202
20,20,Logistic Regression,uncalibrated,4.87,0.999918291635252,4.52491578472299E-05
20,20,Logistic Regression,uncalibrated,4.88,0.999977991799095,1.52231665732083E-05
20,20,Logistic Regression,uncalibrated,4.9,0.99999830121161,1.09732318739619E-06
20,20,Logistic Regression,uncalibrated,4.93,0.999999997612045,1.29518729283717E-09
20,20,Logistic Regression C = 0.00175,calibrated,4.67,0.000214699220818869,1.01986703053422E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.7,0.00317127809508629,0.000173811215403678
20,20,Logistic Regression C = 0.00175,calibrated,4.72,0.0180250378692801,0.000794990169334024
20,20,Logistic Regression C = 0.00175,calibrated,4.73,0.0412537821140132,0.00153970824471401
20,20,Logistic Regression C = 0.00175,calibrated,4.74,0.0883713087053047,0.00315832490849299
20,20,Logistic Regression C = 0.00175,calibrated,4.75,0.168991276445485,0.00739991956656498
20,20,Logistic Regression C = 0.00175,calibrated,4.76,0.28618285596066,0.00995270258975672
20,20,Logistic Regression C = 0.00175,calibrated,4.77,0.435800102516636,0.012513027102271
20,20,Logistic Regression C = 0.00175,calibrated,4.78,0.58717079542564,0.0103693127705432
20,20,Logistic Regression C = 0.00175,calibrated,4.79,0.720893082638561,0.00700676326072263
20,20,Logistic Regression C = 0.00175,calibrated,4.81,0.892405324800231,0.00611529854518617
20,20,Logistic Regression C = 0.00175,calibrated,4.82,0.938856553718087,0.00362656002118317
20,20,Logistic Regression C = 0.00175,calibrated,4.83,0.965952840034708,0.00202490581302084
20,20,Logistic Regression C = 0.00175,calibrated,4.84,0.980259835954076,0.00186916884432226
20,20,Logistic Regression C = 0.00175,calibrated,4.85,0.989088454166268,0.000781376827279893
20,20,Logistic Regression C = 0.00175,calibrated,4.86,0.993868740902946,0.000626393729641458
20,20,Logistic Regression C = 0.00175,calibrated,4.87,0.996295609065523,0.000233517313932336
20,20,Logistic Regression C = 0.00175,calibrated,4.88,0.99777456372105,0.000141896665022266
20,20,Logistic Regression C = 0.00175,calibrated,4.9,0.999171645078544,6.22596118903427E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.93,0.999787936411287,1.6344937618216E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.67,6.63548356358792E-08,9.16984188489729E-09
20,20,Logistic Regression C = 0.00175,uncalibrated,4.7,2.97807368133439E-05,1.27422941172527E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.72,0.00163434597967046,0.000392237263114093
20,20,Logistic Regression C = 0.00175,uncalibrated,4.73,0.00873227695683991,0.00106137998602765
20,20,Logistic Regression C = 0.00175,uncalibrated,4.74,0.0334670220905021,0.00274639016408676
20,20,Logistic Regression C = 0.00175,uncalibrated,4.75,0.102963485748191,0.00877666085389692
20,20,Logistic Regression C = 0.00175,uncalibrated,4.76,0.23255208122099,0.0137506262792266
20,20,Logistic Regression C = 0.00175,uncalibrated,4.77,0.433122607879085,0.0172542205329098
20,20,Logistic Regression C = 0.00175,uncalibrated,4.78,0.641685741172619,0.0137010351379234
20,20,Logistic Regression C = 0.00175,uncalibrated,4.79,0.81106942810256,0.00792520114044179
20,20,Logistic Regression C = 0.00175,uncalibrated,4.81,0.965370109640005,0.00278111313083191
20,20,Logistic Regression C = 0.00175,uncalibrated,4.82,0.988817603671696,0.00229057258532416
20,20,Logistic Regression C = 0.00175,uncalibrated,4.83,0.996707456199641,0.000462753096266699
20,20,Logistic Regression C = 0.00175,uncalibrated,4.84,0.998921018812889,0.000277876247503195
20,20,Logistic Regression C = 0.00175,uncalibrated,4.85,0.999694053237272,0.0000707685549965001
20,20,Logistic Regression C = 0.00175,uncalibrated,4.86,0.999900370906353,3.2017789037402E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.87,0.999970676648829,4.5880280636852E-06
20,20,Logistic Regression C = 0.00175,uncalibrated,4.88,0.999990242131796,2.10418125738292E-06
20,20,Logistic Regression C = 0.00175,uncalibrated,4.9,0.999997962851878,4.36744984363528E-07
20,20,Logistic Regression C = 0.00175,uncalibrated,4.93,0.999999933032658,1.03792229319099E-08
20,20,Decision Tree,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
20,20,Decision Tree,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
20,20,Decision Tree,calibrated,4.72,0.00193931386973964,0.000530132049980088
20,20,Decision Tree,calibrated,4.73,0.00889106082959027,0.00150815601694009
20,20,Decision Tree,calibrated,4.74,0.022766393302656,0.0035070730270984
20,20,Decision Tree,calibrated,4.75,0.0562673244687619,0.00526107241057615
20,20,Decision Tree,calibrated,4.76,0.126639525731947,0.0103650117737873
20,20,Decision Tree,calibrated,4.77,0.245608343130929,0.0138716080850798
20,20,Decision Tree,calibrated,4.78,0.394569129941886,0.0171152876173076
20,20,Decision Tree,calibrated,4.79,0.560181313087747,0.0165131346255669
20,20,Decision Tree,calibrated,4.81,0.831526890888987,0.0104635578958777
20,20,Decision Tree,calibrated,4.82,0.908334514992382,0.00566833794809738
20,20,Decision Tree,calibrated,4.83,0.955427238021581,0.00451935239192176
20,20,Decision Tree,calibrated,4.84,0.985625720340154,0.0020024695866096
20,20,Decision Tree,calibrated,4.85,0.992642533612211,0.00174284410009441
20,20,Decision Tree,calibrated,4.86,0.9983098166056,0.00074398260320685
20,20,Decision Tree,calibrated,4.87,0.999037835934003,0.000319641144679195
20,20,Decision Tree,calibrated,4.88,0.999278209933822,0.000275991697949984
20,20,Decision Tree,calibrated,4.9,0.999836938794595,4.9026121308903E-15
20,20,Decision Tree,calibrated,4.93,0.999836938794604,4.9026121308903E-15
20,20,Decision Tree,uncalibrated,4.67,0,0
20,20,Decision Tree,uncalibrated,4.7,0,0
20,20,Decision Tree,uncalibrated,4.72,0.00195938724617029,0.000594894449209186
20,20,Decision Tree,uncalibrated,4.73,0.00901820656797686,0.0016029814260181
20,20,Decision Tree,uncalibrated,4.74,0.023639896373057,0.00356217616580311
20,20,Decision Tree,uncalibrated,4.75,0.057889822595705,0.00523521510084169
20,20,Decision Tree,uncalibrated,4.76,0.13001196888091,0.0102393408930393
20,20,Decision Tree,uncalibrated,4.77,0.251186879585671,0.0137659314791031
20,20,Decision Tree,uncalibrated,4.78,0.401666666666667,0.0173661103913184
20,20,Decision Tree,uncalibrated,4.79,0.568719741796665,0.0169102272517998
20,20,Decision Tree,uncalibrated,4.81,0.836643748408454,0.0101390997176057
20,20,Decision Tree,uncalibrated,4.82,0.910934502603463,0.00563939415385933
20,20,Decision Tree,uncalibrated,4.83,0.957195378151262,0.00446114686675277
20,20,Decision Tree,uncalibrated,4.84,0.986963100919568,0.00182567653839578
20,20,Decision Tree,uncalibrated,4.85,0.993148028442146,0.00176475718417955
20,20,Decision Tree,uncalibrated,4.86,0.998707403055229,0.000822561692126911
20,20,Decision Tree,uncalibrated,4.87,0.999272286234071,0.000289247786966932
20,20,Decision Tree,uncalibrated,4.88,0.999441090990382,0.000276080684892172
20,20,Decision Tree,uncalibrated,4.9,1,0
20,20,Decision Tree,uncalibrated,4.93,1,0
20,20,Random Forest,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
20,20,Random Forest,calibrated,4.7,0.000160678771830042,1.04239329847354E-06
20,20,Random Forest,calibrated,4.72,0.000230868461136851,1.78717532221361E-05
20,20,Random Forest,calibrated,4.73,0.000886354012144741,0.000219689416328881
20,20,Random Forest,calibrated,4.74,0.00504970937105655,0.000975747816007561
20,20,Random Forest,calibrated,4.75,0.024836804448372,0.00242993239103793
20,20,Random Forest,calibrated,4.76,0.0895262700876826,0.00614759788469451
20,20,Random Forest,calibrated,4.77,0.254045954196974,0.0152647960661685
20,20,Random Forest,calibrated,4.78,0.496500494503523,0.0158020748150801
20,20,Random Forest,calibrated,4.79,0.742436763426541,0.0118380211536626
20,20,Random Forest,calibrated,4.81,0.965467447330919,0.00317265391960142
20,20,Random Forest,calibrated,4.82,0.992051695898054,0.00144143819306826
20,20,Random Forest,calibrated,4.83,0.998041742191916,0.000286266306900124
20,20,Random Forest,calibrated,4.84,0.999432656893511,8.33804677314118E-05
20,20,Random Forest,calibrated,4.85,0.99978992466814,9.43757268910066E-06
20,20,Random Forest,calibrated,4.86,0.999814748921349,7.19677227078095E-06
20,20,Random Forest,calibrated,4.87,0.999832344080941,1.61554112005637E-06
20,20,Random Forest,calibrated,4.88,0.999834496728415,1.89508819857794E-06
20,20,Random Forest,calibrated,4.9,0.999836870457578,6.77832049480556E-08
20,20,Random Forest,calibrated,4.93,0.999836938794604,4.9026121308903E-15
20,20,Random Forest,uncalibrated,4.67,0,0
20,20,Random Forest,uncalibrated,4.7,6.62384584504215E-05,3.91518356312825E-05
20,20,Random Forest,uncalibrated,4.72,0.002904,0.000476832346238962
20,20,Random Forest,uncalibrated,4.73,0.0102177981963587,0.000871577792006026
20,20,Random Forest,uncalibrated,4.74,0.0314750895473787,0.00155004782701537
20,20,Random Forest,uncalibrated,4.75,0.0804147859922178,0.0032054326396359
20,20,Random Forest,uncalibrated,4.76,0.170935816876122,0.00600452413376653
20,20,Random Forest,uncalibrated,4.77,0.311699036109912,0.00927505570990535
20,20,Random Forest,uncalibrated,4.78,0.480222916666666,0.0105055407398428
20,20,Random Forest,uncalibrated,4.79,0.650369822485207,0.00855276870391318
20,20,Random Forest,uncalibrated,4.81,0.879132289279348,0.00457919531448941
20,20,Random Forest,uncalibrated,4.82,0.939263444520079,0.00252833008725539
20,20,Random Forest,uncalibrated,4.83,0.973309064672702,0.00167309703914519
20,20,Random Forest,uncalibrated,4.84,0.989548999068901,0.000794006989805574
20,20,Random Forest,uncalibrated,4.85,0.996556201550387,0.000436121153531134
20,20,Random Forest,uncalibrated,4.86,0.998923619271445,0.000201506201477744
20,20,Random Forest,uncalibrated,4.87,0.999537769784173,0.000124819798339604
20,20,Random Forest,uncalibrated,4.88,0.99984763924545,5.86862672477277E-05
20,20,Random Forest,uncalibrated,4.9,0.999990564990565,9.43500943496275E-06
20,20,Random Forest,uncalibrated,4.93,1,0
20,20,Gradient Boosted Trees,calibrated,4.67,0.000159261025842525,7.88379754938751E-19
20,20,Gradient Boosted Trees,calibrated,4.7,0.000162868846689952,3.41471395996353E-06
20,20,Gradient Boosted Trees,calibrated,4.72,0.000275463567377627,3.37504868614789E-05
20,20,Gradient Boosted Trees,calibrated,4.73,0.00110708868728964,0.000259152605575878
20,20,Gradient Boosted Trees,calibrated,4.74,0.00564460092164649,0.00087024028211038
20,20,Gradient Boosted Trees,calibrated,4.75,0.0288443320538259,0.00270866336598876
20,20,Gradient Boosted Trees,calibrated,4.76,0.0974412084443344,0.00562622961116314
20,20,Gradient Boosted Trees,calibrated,4.77,0.266255397688473,0.0154247559591691
20,20,Gradient Boosted Trees,calibrated,4.78,0.504687680282211,0.0151157057404207
20,20,Gradient Boosted Trees,calibrated,4.79,0.744574884687346,0.0109859892627831
20,20,Gradient Boosted Trees,calibrated,4.81,0.963269176815311,0.00357224803069822
20,20,Gradient Boosted Trees,calibrated,4.82,0.990765390307193,0.00137411184166861
20,20,Gradient Boosted Trees,calibrated,4.83,0.997737872536936,0.000313346391143651
20,20,Gradient Boosted Trees,calibrated,4.84,0.999251036181545,0.000132573445815937
20,20,Gradient Boosted Trees,calibrated,4.85,0.999780890276484,1.25706411376862E-05
20,20,Gradient Boosted Trees,calibrated,4.86,0.999804898782438,1.65774654907747E-05
20,20,Gradient Boosted Trees,calibrated,4.87,0.999831030008243,2.39842725877671E-06
20,20,Gradient Boosted Trees,calibrated,4.88,0.999835108291209,9.83443407046261E-07
20,20,Gradient Boosted Trees,calibrated,4.9,0.99983689669312,4.21087217440509E-08
20,20,Gradient Boosted Trees,calibrated,4.93,0.999836938801839,3.42193717970894E-15
20,20,Gradient Boosted Trees,uncalibrated,4.67,2.1656804879662E-05,8.00345291547335E-20
20,20,Gradient Boosted Trees,uncalibrated,4.7,2.38513765162099E-05,2.19457163654792E-06
20,20,Gradient Boosted Trees,uncalibrated,4.72,7.02875560316578E-05,1.62498474752891E-05
20,20,Gradient Boosted Trees,uncalibrated,4.73,0.000598500325383891,0.000280101966777343
20,20,Gradient Boosted Trees,uncalibrated,4.74,0.00383465726427498,0.000702149747429407
20,20,Gradient Boosted Trees,uncalibrated,4.75,0.0237562174087386,0.00267201391691434
20,20,Gradient Boosted Trees,uncalibrated,4.76,0.0868456914049471,0.00538729484127559
20,20,Gradient Boosted Trees,uncalibrated,4.77,0.25489584158244,0.0164398426383322
20,20,Gradient Boosted Trees,uncalibrated,4.78,0.499963326785093,0.0160719779273461
20,20,Gradient Boosted Trees,uncalibrated,4.79,0.74617870809909,0.0121265769372926
20,20,Gradient Boosted Trees,uncalibrated,4.81,0.966451099980813,0.00340029912653411
20,20,Gradient Boosted Trees,uncalibrated,4.82,0.992646585886204,0.00152034446687392
20,20,Gradient Boosted Trees,uncalibrated,4.83,0.998373420221313,0.000381200029303882
20,20,Gradient Boosted Trees,uncalibrated,4.84,0.999620207377156,0.000125919465802974
20,20,Gradient Boosted Trees,uncalibrated,4.85,0.999960547134467,5.49610898833285E-06
20,20,Gradient Boosted Trees,uncalibrated,4.86,0.999955586699197,1.81157663010634E-05
20,20,Gradient Boosted Trees,uncalibrated,4.87,0.999975876181637,1.36612770837268E-06
20,20,Gradient Boosted Trees,uncalibrated,4.88,0.999977412608917,2.73510853808018E-07
20,20,Gradient Boosted Trees,uncalibrated,4.9,0.999977840720282,1.31079211256257E-08
20,20,Gradient Boosted Trees,uncalibrated,4.93,0.99997785382814,5.88313455706836E-15
20,20,kNN,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
20,20,kNN,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
20,20,kNN,calibrated,4.72,0.000836124894084835,0.00037860167625432
20,20,kNN,calibrated,4.73,0.00672397139093324,0.00134171500362663
20,20,kNN,calibrated,4.74,0.0275482612313723,0.00289937405739457
20,20,kNN,calibrated,4.75,0.0865042353955698,0.00778581356320366
20,20,kNN,calibrated,4.76,0.207960699471831,0.0099688667943909
20,20,kNN,calibrated,4.77,0.421415206868778,0.0150581970329496
20,20,kNN,calibrated,4.78,0.640014952864962,0.0151280341641755
20,20,kNN,calibrated,4.79,0.822145041238541,0.00822546910754061
20,20,kNN,calibrated,4.81,0.974263931870785,0.00283056233064116
20,20,kNN,calibrated,4.82,0.994057825763089,0.00142261860272179
20,20,kNN,calibrated,4.83,0.998847189711519,0.000404467188455146
20,20,kNN,calibrated,4.84,0.999491187126978,0.000195210088815368
20,20,kNN,calibrated,4.85,0.999783975950056,3.92692561753879E-05
20,20,kNN,calibrated,4.86,0.999836938794608,4.64439612620813E-15
20,20,kNN,calibrated,4.87,0.999836938794604,3.92208970471224E-15
20,20,kNN,calibrated,4.88,0.999836938794604,4.9026121308903E-15
20,20,kNN,calibrated,4.9,0.999836938794595,4.9026121308903E-15
20,20,kNN,calibrated,4.93,0.999836938794604,4.9026121308903E-15
20,20,kNN,uncalibrated,4.67,0,0
20,20,kNN,uncalibrated,4.7,0,0
20,20,kNN,uncalibrated,4.72,0.000962566844919783,0.000384692368180165
20,20,kNN,uncalibrated,4.73,0.00760443307757886,0.00134674230943995
20,20,kNN,uncalibrated,4.74,0.0300259403372243,0.00297948387577001
20,20,kNN,uncalibrated,4.75,0.0959091616114482,0.00769148532114873
20,20,kNN,uncalibrated,4.76,0.221992818671454,0.0105408151123061
20,20,kNN,uncalibrated,4.77,0.435246727089627,0.0153496014313268
20,20,kNN,uncalibrated,4.78,0.64875,0.0144601321505268
20,20,kNN,uncalibrated,4.79,0.824323232323235,0.00774555530765417
20,20,kNN,uncalibrated,4.81,0.972579001019368,0.00294989932734932
20,20,kNN,uncalibrated,4.82,0.992783224400871,0.00167588795667385
20,20,kNN,uncalibrated,4.83,0.998578199052137,0.00039336175665041
20,20,kNN,uncalibrated,4.84,0.999487895716946,0.000279329608938506
20,20,kNN,uncalibrated,4.85,0.999896640826873,7.66532143368666E-05
20,20,kNN,uncalibrated,4.86,1,0
20,20,kNN,uncalibrated,4.87,1,0
20,20,kNN,uncalibrated,4.88,1,0
20,20,kNN,uncalibrated,4.9,1,0
20,20,kNN,uncalibrated,4.93,1,0
20,20,kNN kd_tree,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
20,20,kNN kd_tree,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
20,20,kNN kd_tree,calibrated,4.72,0.000836124894084835,0.00037860167625432
20,20,kNN kd_tree,calibrated,4.73,0.00672397139093324,0.00134171500362663
20,20,kNN kd_tree,calibrated,4.74,0.0275482612313723,0.00289937405739457
20,20,kNN kd_tree,calibrated,4.75,0.0865042353955698,0.00778581356320366
20,20,kNN kd_tree,calibrated,4.76,0.207960699471831,0.0099688667943909
20,20,kNN kd_tree,calibrated,4.77,0.421415206868778,0.0150581970329496
20,20,kNN kd_tree,calibrated,4.78,0.640014952864962,0.0151280341641755
20,20,kNN kd_tree,calibrated,4.79,0.822145041238541,0.00822546910754061
20,20,kNN kd_tree,calibrated,4.81,0.974263931870785,0.00283056233064116
20,20,kNN kd_tree,calibrated,4.82,0.994057825763089,0.00142261860272179
20,20,kNN kd_tree,calibrated,4.83,0.998847189711519,0.000404467188455146
20,20,kNN kd_tree,calibrated,4.84,0.999491187126978,0.000195210088815368
20,20,kNN kd_tree,calibrated,4.85,0.999783975950056,3.92692561753879E-05
20,20,kNN kd_tree,calibrated,4.86,0.999836938794608,4.64439612620813E-15
20,20,kNN kd_tree,calibrated,4.87,0.999836938794604,3.92208970471224E-15
20,20,kNN kd_tree,calibrated,4.88,0.999836938794604,4.9026121308903E-15
20,20,kNN kd_tree,calibrated,4.9,0.999836938794595,4.9026121308903E-15
20,20,kNN kd_tree,calibrated,4.93,0.999836938794604,4.9026121308903E-15
20,20,kNN kd_tree,uncalibrated,4.67,0,0
20,20,kNN kd_tree,uncalibrated,4.7,0,0
20,20,kNN kd_tree,uncalibrated,4.72,0.000962566844919783,0.000384692368180165
20,20,kNN kd_tree,uncalibrated,4.73,0.00760443307757886,0.00134674230943995
20,20,kNN kd_tree,uncalibrated,4.74,0.0300259403372243,0.00297948387577001
20,20,kNN kd_tree,uncalibrated,4.75,0.0959091616114482,0.00769148532114873
20,20,kNN kd_tree,uncalibrated,4.76,0.221992818671454,0.0105408151123061
20,20,kNN kd_tree,uncalibrated,4.77,0.435246727089627,0.0153496014313268
20,20,kNN kd_tree,uncalibrated,4.78,0.64875,0.0144601321505268
20,20,kNN kd_tree,uncalibrated,4.79,0.824323232323235,0.00774555530765417
20,20,kNN kd_tree,uncalibrated,4.81,0.972579001019368,0.00294989932734932
20,20,kNN kd_tree,uncalibrated,4.82,0.992783224400871,0.00167588795667385
20,20,kNN kd_tree,uncalibrated,4.83,0.998578199052137,0.00039336175665041
20,20,kNN kd_tree,uncalibrated,4.84,0.999487895716946,0.000279329608938506
20,20,kNN kd_tree,uncalibrated,4.85,0.999896640826873,7.66532143368666E-05
20,20,kNN kd_tree,uncalibrated,4.86,1,0
20,20,kNN kd_tree,uncalibrated,4.87,1,0
20,20,kNN kd_tree,uncalibrated,4.88,1,0
20,20,kNN kd_tree,uncalibrated,4.9,1,0
20,20,kNN kd_tree,uncalibrated,4.93,1,0
20,20,kNN ball_tree,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
20,20,kNN ball_tree,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
20,20,kNN ball_tree,calibrated,4.72,0.000836124894084835,0.00037860167625432
20,20,kNN ball_tree,calibrated,4.73,0.00672397139093324,0.00134171500362663
20,20,kNN ball_tree,calibrated,4.74,0.0275482612313723,0.00289937405739457
20,20,kNN ball_tree,calibrated,4.75,0.0865042353955698,0.00778581356320366
20,20,kNN ball_tree,calibrated,4.76,0.207960699471831,0.0099688667943909
20,20,kNN ball_tree,calibrated,4.77,0.421415206868778,0.0150581970329496
20,20,kNN ball_tree,calibrated,4.78,0.640014952864962,0.0151280341641755
20,20,kNN ball_tree,calibrated,4.79,0.822145041238541,0.00822546910754061
20,20,kNN ball_tree,calibrated,4.81,0.974263931870785,0.00283056233064116
20,20,kNN ball_tree,calibrated,4.82,0.994057825763089,0.00142261860272179
20,20,kNN ball_tree,calibrated,4.83,0.998847189711519,0.000404467188455146
20,20,kNN ball_tree,calibrated,4.84,0.999491187126978,0.000195210088815368
20,20,kNN ball_tree,calibrated,4.85,0.999783975950056,3.92692561753879E-05
20,20,kNN ball_tree,calibrated,4.86,0.999836938794608,4.64439612620813E-15
20,20,kNN ball_tree,calibrated,4.87,0.999836938794604,3.92208970471224E-15
20,20,kNN ball_tree,calibrated,4.88,0.999836938794604,4.9026121308903E-15
20,20,kNN ball_tree,calibrated,4.9,0.999836938794595,4.9026121308903E-15
20,20,kNN ball_tree,calibrated,4.93,0.999836938794604,4.9026121308903E-15
20,20,kNN ball_tree,uncalibrated,4.67,0,0
20,20,kNN ball_tree,uncalibrated,4.7,0,0
20,20,kNN ball_tree,uncalibrated,4.72,0.000962566844919783,0.000384692368180165
20,20,kNN ball_tree,uncalibrated,4.73,0.00760443307757886,0.00134674230943995
20,20,kNN ball_tree,uncalibrated,4.74,0.0300259403372243,0.00297948387577001
20,20,kNN ball_tree,uncalibrated,4.75,0.0959091616114482,0.00769148532114873
20,20,kNN ball_tree,uncalibrated,4.76,0.221992818671454,0.0105408151123061
20,20,kNN ball_tree,uncalibrated,4.77,0.435246727089627,0.0153496014313268
20,20,kNN ball_tree,uncalibrated,4.78,0.64875,0.0144601321505268
20,20,kNN ball_tree,uncalibrated,4.79,0.824323232323235,0.00774555530765417
